surname ,name ,Sender_account,Receiver_account,Transaction_amount,Old Balance,NewBalance,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,FraudResult,"Laundering_type,"
Hughes,LISAH,1060260852,2324031931,289007.52,12772595.79,13061603.32,us dollar,US dollar,ZIM,zim,Cross-border,0,"Normal_Small_Fan_Out,"
Hughes,Debbie,9624361621,4331748190,5371.19,20091,14719.81,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Humphrey,Mary,8216851572,727716979,26223.26,79983,53759.74,Naira,US dollar,ZIM,ZIM,Credit card,1,"Stacked Bipartite,"
Hungwe,BRENDA RUTENDO,1209741468,6123421761,325173.31,10023201.19,10348374.5,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Structuring,"
Hurst,Linda,3614082527,1732858296,9345.74,27316,17970.26,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_Out,"
Hurst,Linda,4512671582,5256445929,4461.3,19869,15407.7,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Group,"
Hwarare,ISIAH TINOTENDA,1203252958,8500212178,136906.38,9900703.44,10037609.82,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Group,"
Hwesa,CYPRIAN COURAGE,1203252958,8500212178,297835.93,10674435.63,10972271.57,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Group,"
JABEDU,Emily,8602963830,8638390457,4192.44,10011,5818.56,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Deposit-Send,"
Jackson,Diane,8244937262,6034997194,2071.53,20128,18056.47,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_In,"
Jacobs,Jill,3453088802,807454771,2539.08,22456,19916.92,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Bipartite,"
Jacobs,Diana,5004625051,4354586272,28372.72,36844,8471.28,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
Jaji,TADIWANASHE,675669049,8956282059,48080.75,13700000,13734389.47,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_Out,"
Jamba,TADIWANAHSE HAILEY,676384195,2154311031,15961.4,13800000,13811306.67,us dollar,US dollar,ZIM,ZIM,ACH,1,"Gather-Scatter,"
Jambaya,SUSAN TANYARADZWA,691501298,3866748777,191772.37,13800000,14003079.04,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,0,"Normal_Cash_Withdrawal,"
Jangwa,NICHOLAS,713888566,2781435092,371193.01,14000000,14374272.05,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Fan_Out,"
Janhi (or Jani),LUCY TINOTENDA,715130861,22101185,331167.11,14400000,14705439.16,us dollar,US dollar,Botswana,ZIM,Cash Withdrawal,0,"Normal_Cash_Withdrawal,"
JASI,Sharon,8617561409,5107678457,3816.34,10388,6571.66,US dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Small_Fan_Out,"
JAVA,John,8618176711,375465070,2529.38,76816,74286.62,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Layered_Fan_Out,"
JEJEJE,Lauren,8618176711,4464133794,1421.52,10478,9056.48,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Layered_Fan_Out,"
Jeke,Cleopatra Tadiwanashe,726077956,6088675358,82392.33,14800000,14894341.47,us dollar,US dollar,Mexico,ZIM,Cross-border,1,"Cycle,"
JEKECHA,Kenneth,8638390457,5883261551,2688.02,11953,9264.98,us dollar,US dollar,ZIM,ZIM,ACH,1,"Deposit-Send,"
JENA,Xavier,8638390457,1944211977,3361.21,89408.76,86047.54,us dollar,US dollar,ZIM,ZIM,Cross-border,1,"Deposit-Send,"
Jenkins,Thomas,3201382642,9749980386,1580.66,31156,29575.34,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Deposit-Send,"
Jenkins,Samuel,3308841790,6718144837,206.42,787,580.58,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Small_Fan_Out,"
Jenkins,William,6511806358,9965419082,1735.79,10391,8655.21,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Deposit-Send,"
Jenkins,Samuel,6988928906,6953672776,1834.74,40061,38226.26,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
Jenkins,Thomas,8263786289,2058371508,2009.18,11519,9509.82,rands,US dollar,Austria,ZIM,Cross-border,1,"Fan_In,"
Jeyi,Carol,9663399396,2818523910,1617.97,22083.39,20465.43,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Layered_Fan_In,"
JIBA,Danielle,8644845378,2987279234,7457.79,11626,4168.21,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Structuring,"
Jimenez,Belinda,8291795656,23039938,4396.55,50015,45618.45,us dollar,US dollar,Botswana,ZIM,Cash Deposit,1,"Deposit-Send,"
JINDU,Amanda,8660073261,3790148325,131.73,572,440.27,rands,US dollar,Spain,ZIM,Cross-border,1,"Structuring,"
Jinjika,CHARMAINE TARIRO,727716979,9127526246,229450.82,15300000,15529716.22,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Stacked Bipartite,"
Jinya,TASHINGA TREVOR,727716979,2342891122,390843.04,15500000,15920559.27,us dollar,US dollar,ZIM,ZIM,ACH,1,"Stacked Bipartite,"
Jiri,DONNY,733430828,6953672776,7934.01,15900000,15928493.27,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
Johns,CHALLENGE,435764827,7040046475,254452.43,12227941.32,12482393.74,us dollar,US dollar,ZIM,ZIM,ACH,1,"Layered_Fan_Out,"
Johnson,PANASHE BERNARD,1092702536,3220735304,400364.4,10493254.18,10893618.58,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_In,"
Johnson,Jim,2835477095,7772352930,34.32,156,121.68,rands,US dollar,Spain,ZIM,Cross-border,1,"Structuring,"
Johnson,Jim,3168051873,999810092,9975.95,22385,12409.05,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_Out,"
Johnson,April,3912741326,1757764863,2361.09,513070.97,510709.88,Kwacha,US dollar,Morocco,ZIM,Cross-border,1,"Structuring,"
Johnson,Sharon,4081706456,5046753153,8289.58,75771,67481.42,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Structuring,"
Johnson,Steven,4164568754,6953672776,7143.55,20135,12991.45,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
Johnson,Ryan,4253533793,2248766608,18558.24,32816,14257.76,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Structuring,"
Johnson,Sharon,4563831944,7856837871,7428.06,26570,19141.94,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Structuring,"
Johnson,Sharon,4971910641,2509459814,3085.86,10552,7466.14,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Layered_Fan_Out,"
Johnson,Jim,5316774430,4361238172,2089.98,11273,9183.02,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
Johnson,Sabrina,6086421020,6624920676,6029.1,19889,13859.9,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_Out,"
Johnson,Karen,6086421020,1253036863,8213.77,27997,19783.23,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_Out,"
Johnson,Michael,6465028610,109313833,11554.95,101336,89781.05,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Single_large,"
Johnson,Sharon,6767692560,188929394,4634.73,41398,36763.27,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Deposit-Send,"
Johnston,LOVEMORE TAKUDZWA,569955345,3695545812,218741.04,11893474.94,12112215.98,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Fan_In,"
Johnston,Regina,5008453588,4377882567,10302.69,11663,1360.31,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Johnston,Michelle,7018140784,5919128024,8723.92,20177,11453.08,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
JOJO,Joanne,8670035040,8335559255,30.92,820,789.08,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
Jones,MTULISI,960956176,7856837871,177249.52,10911250.29,11088499.81,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Structuring,"
Jones,Dalton,3027507704,7535520218,3800.71,42449,38648.29,us dollar,pula,ZIM,ZIM,Credit card,1,"Structuring,"
Jones,Kayla,6533102627,9092261147,400589.96,654103,253513.04,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
Jones,Cristian,6708292258,2458304145,594.18,824713.6,824119.42,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Deposit-Send,"
Jones,Michael,6860797177,5129661746,374.37,19972,19597.63,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
JONHASI,Carolyn,8677774943,9398516249,3424.09,19819,16394.91,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
JONHERA,Joshua,8683543845,1758739816,2426.31,89685.77,87259.46,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Layered_Fan_Out,"
Jordan,Jessica,6476585772,3810300721,3161.35,21752,18590.65,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Small_Fan_Out,"
Jordan,Jessica,7552536398,7307317616,9622.93,31132,21509.07,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
Joseph,TIRIVANGANI ROMEO,1074859180,5363117119,276102.49,10587593.85,10863696.34,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_In,"
JOSHUA,Kevin,8683543845,2953729109,4219.94,9114.4,4894.45,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Layered_Fan_Out,"
Juarez,Mary,4308963192,8904711563,13808.69,20929,7120.31,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_Out,"
JULIUS,Erin,8683543845,1498828609,16560.96,49546,32985.04,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Layered_Fan_Out,"
K,TANATSWA HOWARD,734194694,2060128523,32080.68,15900000,15960573.96,us dollar,US dollar,Botswana,ZIM,Cash Deposit,1,"Deposit-Send,"
KABARA,Cesar,8687390629,4157322207,26672.65,49692,23019.35,us dollar,US dollar,ZIM,ZIM,ACH,1,"Layered_Fan_In,"
KABUDURA,Kendra,8695107817,2532987287,9711.88,99936,90224.12,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
KABVURANYUCHI,Joseph,8707551848,3919105611,18002.09,34526,16523.91,us dollar,pula,ZIM,ZIM,Debit card,1,"Layered_Fan_In,"
Kachingwe,James,9665128183,1755486883,3621.24,21420,17798.76,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
KADEYADEYA,Sydney,8722719854,8476445753,2075.09,51318,49242.91,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Single_large,"
KADZVITI,Amanda,8723924487,8381540882,392.23,101122,100729.77,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
KAFURANDI,Megan,8724731955,2769355426,9067.84,74923,65855.16,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
KAGORO,Amanda,8727097801,5080827360,2731.05,175409,172677.95,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Group,"
KAMBONGA,Breanna,8770181801,8926941188,2736.35,22626.55,19890.19,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Small_Fan_Out,"
KAMHAPA,Robert,8776423825,9644089336,25487.09,30817,5329.91,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Bipartite,"
KAMONERE,William,8776423825,3393150426,237.58,115002.43,114764.85,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Bipartite,"
KAMUSASA,Jacob,8776423825,8068632457,8572.84,10269,1696.16,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Bipartite,"
KAMWENDO,Jacqueline,8793643150,2570862071,7564.57,10270,2705.43,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Periodical,"
KANDEKEMUNDWA,Guy,8812883232,7339016782,10342.73,20871,10528.27,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Small_Fan_Out,"
KANGARA,Justin,8820389620,4336977506,196.76,14554,14357.24,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_In,"
KANGAYI,Megan,8822137236,7494507251,1216.39,143314,142097.61,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Group,"
KANODEWETA,Kimberly,8829678143,5709569908,12501.53,49828,37326.47,us dollar,US dollar,ZIM,ZIM,ACH,1,"Structuring,"
KANOTUNGA,Lauren,8836656062,2257829489,4396.21,15759,11362.79,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Group,"
KANYEMBE,Ronald,5931070343,6644790956,427,11739,11312,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Structuring,"
KAPFUDZA,Alan,8854146908,9600420220,8940.33,14627,5686.67,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_In,"
KARIMANZIRA,James,7837151352,4238581262,3679.37,64106.18,60426.81,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Fan_In,"
Karimanzira,Mary,8854146908,9600420220,1380.95,32860.06,31479.11,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_In,"
KARONGA,Michael,8856680971,7248487713,3949.99,5533,1583.01,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
KARUMAZONDO,James,8856680971,7248487713,10260.12,21594,11333.88,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
KASAKWA,Felicia,8856680971,7248487713,33416.51,51730,18313.49,us dollar,US dollar,USA,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
KASEKE,Misty,8866052676,5408855752,6717.32,51284,44566.68,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
KASIYANDIMA,Kenneth,8883712210,434351836,20645.74,21543,897.26,us dollar,US dollar,ZIM,ZIM,ACH,1,"Structuring,"
KASU,Mary,8890923622,7856837871,1090.36,9910,8819.64,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Structuring,"
KATIYO,Taylor,8891878216,6960958775,2151.78,8708,6556.22,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Cycle,"
KATSANDE,Stephanie,14539122,6953672776,2429.52,41522,39092.48,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
KATSI,Erin,8952177221,6424463145,17273.66,21026,3752.34,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_Out,"
KATUPIRA,Mackenzie,8952177221,4447848214,6770.93,32844,26073.07,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_Out,"
KAUNJIKA,Tammy,8955442183,5858369125,2447.52,10675,8227.48,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_In,"
KAVHAI,Daniel,8957068054,5509341271,2466.95,34978.24,32511.29,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Layered_Fan_Out,"
KAWANZARUWA,Cheryl,8957068054,4992830763,25224.88,33252,8027.12,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Layered_Fan_Out,"
KAWERE,Robert,8957461886,589468112,269.11,2051,1781.89,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Periodical,"
Kelly,Jerry,4422193584,6536855139,3622.62,71912.88,68290.26,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_Out,"
KEMBO,Ashley,8960679541,505070381,4531.05,42249.92,37718.87,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Group,"
Kemp,Alice,4437097524,2455547809,227.6,509876,509648.4,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Key,Krystal,6677092537,8794766352,6063.01,304486,298422.99,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Group,"
Key,Krystal,7401786004,5743604100,4625.8,10470,5844.2,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
Khan,CLAYTON RUNYARARO,487845226,6123421761,58690.2,12944882.7,13003572.9,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Structuring,"
Khan,Taylor,6116657264,7541529999,3482.48,40004,36521.52,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_Out,"
Khan,Taylor,6223365730,547920096,2399.75,19907,17507.25,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Single_large,"
Kim,Benjamin,6086421020,1253036863,1322.3,10378,9055.7,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_Out,"
Kim,Benjamin,7132630507,6793730660,6044.38,102287,96242.62,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Small_Fan_Out,"
King,Shawn,3336234389,6953672776,18192.88,21304,3111.12,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
King,Kendra,4038415588,1526868567,14258.02,20661,6402.98,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
King,Shawn,4231385822,6244231175,1454.92,21982.42,20527.5,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Group,"
King,Kendra,4822375248,4778768321,25822.11,30871,5048.89,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
Koch,SHARMAINE SOPHIE,482255721,5896180453,91153.27,11651200.04,11742353.31,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Fan_In,"
Koch,Antonio,5590746929,3881052164,2546.23,11466,8919.77,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_Out,"
Koch,Antonio,6782900590,6854382721,2190.14,15348,13157.86,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Deposit-Send,"
KODZAWAKO,Steven,8965293680,835593757,3239.62,31202,27962.38,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Small_Fan_Out,"
Krause,Melissa,5262095561,927895922,9927.74,100341,90413.26,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
Krause,Melissa,5525078218,3180939545,12426.38,32300,19873.62,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Deposit-Send,"
Krause,Melissa,6626359609,9024705045,553.84,5000,4446.16,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
Krause,Melissa,8216851572,5248724846,3548.37,7040,3491.63,Pula,US dollar,ZIM,ZIM,Debit card,1,"Stacked Bipartite,"
KUCHUNGAMIRA,Justin,8967402463,3393150426,1101.43,20169,19067.57,us dollar,US dollar,ZIM,ZIM,ACH,1,"Bipartite,"
KUFAHAKURAMBWI,Debbie,8967402463,8068632457,8231.77,10693,2461.23,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Bipartite,"
KUGARAKURIPI,Monique,8967402463,9644089336,8037.75,15790,7752.25,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Bipartite,"
KUNAKA,Gina,8974559268,3143547511,1270.08,91339,90068.92,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Group,"
KUSENA,Steven,9003897341,8156879059,13330.81,32586,19255.19,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
KUSWATUKA,Patricia,7877406257,6644790956,3199.06,6299171.25,6295972.18,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Structuring,"
KUTURE,Wayne,9003897341,8156879059,46542.58,51202,4659.42,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
KUVENGUHWA,Jacqueline,9003897341,8156879059,8671.59,21146,12474.41,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
KUZOVEMUNHU,Amber,9003897341,8156879059,2710.47,9022,6311.53,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
KWANDA,Michelle,9003897341,8156879059,4706.39,90894,86187.61,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
KWANGWARI,Beth,9003897341,8156879059,6963.72,131311.62,124347.9,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
Kyagumbo,Michael,9665547827,2218074303,16219.33,40472,24252.67,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Small_Fan_Out,"
Lam,Margaret,5008453588,4377882567,16197.26,865504.75,849307.49,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Lam,Margaret,6404844146,5628674969,67180.68,93669.22,26488.54,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Fan_In,"
Lam,Margaret,6965434518,1772573034,12586.69,14843,2256.31,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Fan_In,"
Lam,Margaret,7659131803,4238581262,1071.32,41808,40736.68,Yen,US dollar,ZIM,ZIM,Credit card,1,"Fan_In,"
Lambert,Stacy,2797271466,1856317214,3752.41,27575,23822.59,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_Out,"
Lambert,Stacy,7485881891,1416418992,7622.97,11523,3900.03,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Deposit-Send,"
Lane,Monica,6637479118,2174002503,4705,10013,5308,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Bipartite,"
Lawrence,Tina,6488884693,4471666696,15362.61,21420,6057.39,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Group,"
Lawson,Ann,3453088802,6858778466,1135.4,11557,10421.6,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Bipartite,"
Leach,Patricia,5004625051,4354586272,3860.99,40973,37112.01,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
Leach,Patricia,7669236826,6044424887,5693.52,19886,14192.48,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_Out,"
Lee,Michael,5396594127,459201377,7031.45,30409,23377.55,us dollar,US dollar,ZIM,ZIM,ACH,1,"Structuring,"
Lewis,Carrie,2824945595,6434719668,10563.42,196907.98,186344.56,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Deposit-Send,"
Lewis,Savannah,3001717656,7263260713,15123.82,20921,5797.18,Yen,US dollar,ZIM,ZIM,Debit card,1,"Gather-Scatter,"
Lewis,Carrie,3452368468,3828135271,5374.49,695819.48,690444.99,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_Out,"
Lewis,Jeffrey,4512721048,7031379876,7427.26,20896,13468.74,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Small_Fan_Out,"
Lewis,Kristina,4525762763,4741779159,7561.15,105180,97618.85,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Stacked Bipartite,"
Lewis,Andrea,5004625051,4354586272,4671.39,106192,101520.61,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
Lewis,Andrea,6123762963,5270630718,9976.7,47870,37893.3,us dollar,US dollar,ZIM,ZIM,Cross-border,1,"Behavioural_Change_1,"
Lewis,Mary,8216851572,7306244678,624.35,7327,6702.65,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Stacked Bipartite,"
Lewis,Kristina,9624361621,4331748190,13334.62,74487,61152.38,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Lin,Lisa,4431107138,459201377,9242.88,55589,46346.12,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Structuring,"
Lin,Lisa,4447501051,9579354362,3001.15,5865,2863.85,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Fan_Out,"
Lin,Lisa,4972307187,7951108994,16383.43,22303,5919.57,us dollar,US dollar,ZIM,ZIM,ACH,1,"Structuring,"
Lin,Lisa,6068920356,6123421761,5905.76,10905,4999.24,us dollar,US dollar,ZIM,ZIM,ACH,1,"Structuring,"
Lin,Lisa,7590592049,8891878216,1447.96,20774,19326.04,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Cycle,"
Lin,Lisa,8216851572,5339457910,6079.77,18273,12193.23,us dollar,Rands,ZIM,ZIM,ACH,1,"Stacked Bipartite,"
Lloyd,Raymond,3962781574,2987279234,8694.61,10646,1951.39,us dollar,US dollar,ZIM,ZIM,ACH,1,"Structuring,"
Lloyd,Raymond,4197215987,7510608716,4948.53,9963,5014.47,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Over-Invoicing,"
Logan,Anna,3226909844,6215520259,2537.52,20546,18008.48,us dollar,US dollar,ZIM,ZIM,ACH,1,"Layered_Fan_Out,"
Logan,Anna,3741000234,1377603863,1170.5,50049,48878.5,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_In,"
Long,Robert,5119661534,9734073275,7255.29,11350,4094.71,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Small_Fan_Out,"
Lopez,LAIZA,1074336451,855832934,198072.11,10016618.15,10214690.27,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
Lopez,William,4518243190,6833938792,6504.7,14205.53,7700.83,us dollar,US dollar,South Africa,ZIM,ACH,1,"Gather-Scatter,"
Lopez,Ashley,6086421020,1253036863,3950.69,30964,27013.31,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_Out,"
LOVENESS,GOZI,9935797721,7951108994,13838.64,200681,186842.36,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Structuring,"
Lowe,TALENT,1076202815,7951108994,110044.19,10989840.87,11099885.06,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Structuring,"
Lowe,Rachel,2749172169,6985374793,4621.62,6168,1546.38,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Structuring,"
Lowe,Lisa,3632421612,4729216950,2513.17,67157.27,64644.11,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Cycle,"
Lowe,Lisa,3979625953,2286679717,14380.88,21386,7005.12,us dollar,Kwacha,ZIM,ZIM,Debit card,1,"Stacked Bipartite,"
Lowe,Rachel,4300217235,9380157752,9105.47,358278,349172.53,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Small_Fan_Out,"
Lowe,Destiny,4567787678,706853936,6736.88,21752,15015.12,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
Lowe,Destiny,4711995584,6029443845,5171.26,20874,15702.74,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Layered_Fan_Out,"
Lowe,Barbara,4857372800,6985374793,4391.24,10982.54,6591.3,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Structuring,"
Lowe,Destiny,7207395469,1316458123,8794.79,10792,1997.21,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
Lowe,Rachel,8298331748,1792169085,6706.18,104381,97674.82,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Deposit-Send,"
MABAUDHI,Vicki,9003897341,8156879059,9903.29,12580,2676.71,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
MABOBE,Raymond,9007044451,4550948935,5977.42,21595,15617.58,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Deposit-Send,"
MABUYAYE,Jared,9034104655,5046753153,2279.92,207672,205392.08,us dollar,pula,ZIM,ZIM,Cheque,1,"Structuring,"
